name,address,phone,latitude,longitude
(주)도곡공업사,서울특별시 강남구 남부순환로381길 45 (도곡동),02-575-7666,37.4870237618396,127.045424085306
(주)동남모터스,서울 성동구 행당동 고산자로 224(행당동),02-2293-0626,37.5597659011703,127.034597281123
(주)동부모터스,"서울특별시 송파구 송이로 149, 동부모터스 (가락동)",02-2043-2266,37.4937631123734,127.124661640635
(주)천호점 기아오토큐,"서울특별시 강동구 천중로 23, 1층 (천호동)",02-477-8572,37.545783882412,127.124712344213
㈜일원점 기아오토큐,서울특별시 강남구 개포로140길 24 (일원동),02-445-5285,37.4940476836145,127.0863954141
가리봉점 기아오토큐,서울특별시 구로구 남부순환로105길 80  가리봉동,02-869-2220,37.4803374769604,126.888509535146
가양점 기아오토큐,서울특별시 강서구 허준로 78(가양동),02-3661-8408,37.5679540328271,126.849716354246
가좌점 기아오토큐,서울특별시 서대문구 증가로 251(북가좌동),02-304-8585,37.5831868601528,126.911908173316
갈현점 기아오토큐,서울특별시 은평구 서오릉로 221(구산동),02-356-0652,37.6147478515126,126.90918435356
강동종합서비스 기아오토큐,서울특별시 강동구 성내로 60,02-477-1123,37.5279996964059,127.126556080105
강서서비스센터,서울특별시 강서구 양천로 542 (등촌동),02-2635-8585,37.5585184779024,126.859019177478
강일점 기아오토큐(주),서울특별시 강동구 상일로 134 (강일동 711번지),02-429-8211,37.5591925379068,127.171592235173
개봉점 기아오토큐,서울특별시 구로구 개봉로 11  개봉동,02-3666-3636,37.4866640469211,126.856050900235
공단써비스센타,서울특별시 구로구 구로동로 2 (가리봉동),02-864-1311,37.48215177966,126.887403008669
공릉점 기아오토큐,서울특별시 노원구  동일로173가길 112,02-978-2523,37.6232709704138,127.072377193375
공항점 기아오토큐,서울특별시 강서구 송정로 24(공항동),02-2666-1259,37.557324862957,126.812017590872
구로북부점 기아오토큐,서울특별시 구로구 새말로 77  구로동,02-839-6157,37.5050082738598,126.888668063501
구로서비스 기아오토큐,서울특별시 구로구 개봉로 23가길 26 (개봉동 206-2),02-2687-9300,37.4951405744528,126.857642095931
구로점 기아오토큐,서울특별시 구로구 구로중앙로40길 32 (신도림동),02-2069-1900,37.5072264724293,126.877573798909
구의점 기아오토큐,서울특별시 광진구 광나루로 512 (구의동),02-453-9998,37.5447026218592,127.086251851753
금천서비스 기아오토큐(주),서울특별시 금천구 벚꽃로 150 (독산동),02-853-0300,37.4685006915125,126.889038971205
길동점 기아오토큐,서울특별시 강동구 양재대로 1523 (천호동),02-474-8585,37.5418888773443,127.141111085946
남가좌점 기아오토큐,서울특별시 서대문구 모래내로 257(남가좌동),02-376-3888,37.5764122483104,126.926892503739
남도봉서비스 기아오토큐(주),서울특별시 도봉구 도봉로140길 32 (창동),02-991-8585,37.6608364863571,127.043926003372
내발산점 기아오토큐,서울특별시 강서구 강서로 312(내발산동),02-3663-9337,37.5534695337932,126.837083163931
논현점 기아오토큐,서울특별시 강남구 선릉로131길 26 (논현동),02-554-7110,37.5174198329015,127.038819680852
대림점 기아오토큐,서울특별시 영등포구 대림로 229(대림동),02-847-5008,37.5010156724498,126.896831252964
대방점 기아오토큐,서울특별시 동작구 상도로 19 (대방동),02-824-8122,37.500074558945,126.92263792029
대일차사랑자동차(주),서울특별시 중랑구 중랑천로14길 24 (중화동),02-437-7979,37.5941256531617,127.073871698921
대조점 기아오토큐,서울특별시 은평구 연서로 164(대조동),02-382-8585,37.6134109104149,126.917967906096
대치점 기아오토큐,서울특별시 강남구 역삼로 559 (대치동),02-558-8581,37.5052417940739,127.064345817026
도봉서비스센터,"서울특별시 도봉구 도봉로180나길 48, 도봉서비스 센터(도봉동)",02-3493-8585,37.6835039991566,127.050163589566
독립문점 기아오토큐,서울특별시 종로구 통일로 272(무악동),02-722-4849,37.5762012083103,126.956354018673
독산점 기아오토큐,서울특별시 금천구 시흥대로153길 15 (독산동),02-852-1880,37.4769389126989,126.897614818058
등촌점 기아오토큐,서울특별시 강서구 양천로 614(등촌동),02-3662-1374,37.5547920691611,126.865844714611
마곡종합서비스 기아오토큐,서울특별시 강서구 남부순환로 223-29(외발산동),02-3662-1371,37.5462468273358,126.823272738785
면목남부점 기아오토큐,서울특별시 중랑구 동일로 604  면목동,02-496-2580,37.5842613067216,127.080107336343
명동점 기아오토큐,서울특별시 중구 삼일대로2길 90 (주자동),02-2275-5998,37.5609922621367,126.989579922603
문래서비스 기아오토큐(주),서울특별시 영등포구 경인로90길 10 (문래동1가),02-2633-5400,37.5133383151012,126.900676763134
반포점 기아오토큐,서울특별시 서초구 사평대로 72 (반포동),02-593-8204,37.4978552389077,126.992397654556
방배점 기아오토큐,서울특별시 서초구 서초대로 77 (방배동),02-596-8585,37.4870478093715,126.990749622557
방학점 기아오토큐(주),서울특별시 도봉구 방학로 35,02-955-3733,37.662189911009,127.048376794296
방화점 기아오토큐,서울특별시 강서구 방화대로 354(방화동),02-2661-4595,37.5724591775301,126.817143579957
번동점 기아오토큐,서울특별시 강북구 월계로 201 (번동),02-985-8285,37.6220781538214,127.045963647631
봉천점 기아오토큐,서울특별시 관악구 봉천로 342,02-889-8282,37.4846418505232,126.938097694888
불광점 기아오토큐,서울특별시 은평구 연서로 328(불광동),02-388-9788,37.6243532925469,126.928752042348
사직점 기아오토큐,서울 종로구 사직동 263,02-730-5500,37.5742677580036,126.965913909416
삼성점 기아오토큐,서울특별시 강남구 봉은사로 441 (삼성동),02-515-8840,37.5117919383118,127.048010587967
삼전점 기아오토큐,"서울특별시 송파구 삼전로 44  삼전동, 덕원빌딩",02-412-5407,37.502835233322,127.087080935286
상계점 기아오토큐,서울 노원구 노원로 472,02-937-8585,37.6584814130365,127.06564751297
상도점 기아오토큐,서울특별시 관악구 양녕로16길 4 (봉천동),02-817-1188,37.4896900492645,126.946064685262
서부역점 기아오토큐,서울특별시 용산구 청파로 351(서계동),02-714-3400,37.5509679300061,126.969314767557
서빙고점 기아오토큐,서울특별시 용산구 서빙고로 305(동빙고동),02-749-8887,37.5215178210801,126.997492309495
서초남부점 기아오토큐,서울특별시 서초구 서초대로42길 70 (서초동),02-522-0427,37.488986285994,127.009771996149
서초점 기아오토큐,서울특별시 서초구 사임당로 90 (서초동),02-568-7001,37.489707835555,127.019703275474
서초중부점 기아오토큐,"서울 서초구 효령로 356 (서초동 1438-1,10,11)",02-523-2654,37.4864968459389,127.023063981282
